t,transmission:vector(camStationId) World.node[0].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),transmission:vector(camGenerationDeltaTime) World.node[0].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),reception:vector(camStationId) World.node[1].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),reception:vector(camGenerationDeltaTime) World.node[1].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),transmission:vector(camStationId) World.node[1].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),transmission:vector(camGenerationDeltaTime) World.node[1].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),reception:vector(camStationId) World.node[0].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),reception:vector(camGenerationDeltaTime) World.node[0].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),reception:vector(camStationId) World.node[2].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),reception:vector(camGenerationDeltaTime) World.node[2].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),transmission:vector(camStationId) World.node[2].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),transmission:vector(camGenerationDeltaTime) World.node[2].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),reception:vector(camStationId) World.node[3].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),reception:vector(camGenerationDeltaTime) World.node[3].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),transmission:vector(camStationId) World.node[3].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),transmission:vector(camGenerationDeltaTime) World.node[3].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),reception:vector(camStationId) World.node[4].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),reception:vector(camGenerationDeltaTime) World.node[4].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),transmission:vector(camStationId) World.node[4].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),transmission:vector(camGenerationDeltaTime) World.node[4].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),reception:vector(camStationId) World.node[5].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),reception:vector(camGenerationDeltaTime) World.node[5].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),transmission:vector(camStationId) World.node[5].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),transmission:vector(camGenerationDeltaTime) World.node[5].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),reception:vector(camStationId) World.node[6].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),reception:vector(camGenerationDeltaTime) World.node[6].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),transmission:vector(camStationId) World.node[6].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),transmission:vector(camGenerationDeltaTime) World.node[6].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),reception:vector(camStationId) World.node[7].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),reception:vector(camGenerationDeltaTime) World.node[7].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),transmission:vector(camStationId) World.node[7].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),transmission:vector(camGenerationDeltaTime) World.node[7].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),reception:vector(camStationId) World.node[8].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),reception:vector(camGenerationDeltaTime) World.node[8].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),transmission:vector(camStationId) World.node[8].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596),transmission:vector(camGenerationDeltaTime) World.node[8].middleware.CaService(#0 - inet-0-20230514-20:21:44-10596)
5.053948629547,,,,,,,87,12456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.059284461639,16,12456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.109928035154,,,,,,,,,,,158,12456,,,,,,,,,,,,,,,,,,,,,,,,
5.110408995458,,,158,12456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.110409486644,,,,,,,158,12456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.11949345149,,,,,,,,,16,12456,,,,,,,,,,,,,,,,,,,,,,,,,,
5.119493629547,,,16,12456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.133739616163,,,,,87,12456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.173947960304,,,,,,,,,87,12456,,,,,,,,,,,,,,,,,,,,,,,,,,
5.173948629547,,,,,,,87,12456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.233739616163,,,,,87,12456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.293947960304,,,,,,,,,87,12456,,,,,,,,,,,,,,,,,,,,,,,,,,
5.293948629547,,,,,,,87,12456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.309928035154,,,,,,,,,,,158,12456,,,,,,,,,,,,,,,,,,,,,,,,
5.310136995458,,,158,12456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.310137486644,,,,,,,158,12456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.333739616163,,,,,87,12456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.353947960304,,,,,,,,,87,12456,,,,,,,,,,,,,,,,,,,,,,,,,,
5.353948629547,,,,,,,87,12456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.359284461639,16,12456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.41976545149,,,,,,,,,16,12456,,,,,,,,,,,,,,,,,,,,,,,,,,
5.419765629547,,,16,12456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.509928035154,,,,,,,,,,,158,12456,,,,,,,,,,,,,,,,,,,,,,,,
5.510136995458,,,158,12456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.510137486644,,,,,,,158,12456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.659284461639,16,12456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.709928035154,,,,,,,,,,,158,12456,,,,,,,,,,,,,,,,,,,,,,,,
5.710408995458,,,158,12456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.710409486644,,,,,,,158,12456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.71949345149,,,,,,,,,16,12456,,,,,,,,,,,,,,,,,,,,,,,,,,
5.719493629547,,,16,12456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.959284461639,16,12456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.009928035154,,,,,,,,,,,158,13456,,,,,,,,,,,,,,,,,,,,,,,,
6.010136963411,,,158,13456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.010137451783,,,,,,,158,13456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.019765416629,,,,,,,,,16,12456,,,,,,,,,,,,,,,,,,,,,,,,,,
6.019765543539,,,16,12456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.033739616163,,,,,87,13456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.03422054442,,,,,,,,,87,13456,,,,,,,,,,,,,,,,,,,,,,,,,,
6.034221159702,,,,,,,87,13456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.059284461639,16,13456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.079493416629,,,,,,,,,16,13456,,,,,,,,,,,,,,,,,,,,,,,,,,
6.079493543539,,,16,13456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.159284461639,16,13456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.199493416629,,,,,,,,,16,13456,,,,,,,,,,,,,,,,,,,,,,,,,,
6.199493543539,,,16,13456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.259284461639,16,13456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.309928035154,,,,,,,,,,,158,13456,,,,,,,,,,,,,,,,,,,,,,,,
6.310408963411,,,158,13456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.310409451783,,,,,,,158,13456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.319493416629,,,,,,,,,16,13456,,,,,,,,,,,,,,,,,,,,,,,,,,
6.319493543539,,,16,13456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.359284461639,16,13456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.379493416629,,,,,,,,,16,13456,,,,,,,,,,,,,,,,,,,,,,,,,,
6.379493543539,,,16,13456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.609928035154,,,,,,,,,,,158,13456,,,,,,,,,,,,,,,,,,,,,,,,
6.610136963411,,,158,13456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.610137451783,,,,,,,158,13456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.733739616163,,,,,87,13456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.73422054442,,,,,,,,,87,13456,,,,,,,,,,,,,,,,,,,,,,,,,,
6.734221159702,,,,,,,87,13456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.909928035154,,,,,,,,,,,158,13456,,,,,,,,,,,,,,,,,,,,,,,,
6.910408963411,,,158,13456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.910409451783,,,,,,,158,13456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.009928035154,,,,,,,,,,,158,14456,,,,,,,,,,,,,,,,,,,,,,,,
7.030136891891,,,158,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.030137289999,,,,,,,,,,,,,158,14456,,,,,,,,,,,,,,,,,,,,,,
7.030137377993,,,,,,,158,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.033739616163,,,,,87,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.03394802083,,,,,,,,,,,,,87,14456,,,,,,,,,,,,,,,,,,,,,,
7.033948508054,,,,,,,,,87,14456,,,,,,,,,,,,,,,,,,,,,,,,,,
7.033949072959,,,,,,,87,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.059284461639,16,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.109928035154,,,,,,,,,,,158,14456,,,,,,,,,,,,,,,,,,,,,,,,
7.119765377993,,,,,,,,,16,14456,,,,,,,,,,,,,,,,,,,,,,,,,,
7.119765456796,,,16,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.119765582292,,,,,,,,,,,,,16,14456,,,,,,,,,,,,,,,,,,,,,,
7.150136891891,,,158,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.150137289999,,,,,,,,,,,,,158,14456,,,,,,,,,,,,,,,,,,,,,,
7.150137377993,,,,,,,158,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.156660144846,,,,,,,,,,,,,,,229,14456,,,,,,,,,,,,,,,,,,,,
7.209928035154,,,,,,,,,,,158,14456,,,,,,,,,,,,,,,,,,,,,,,,
7.217140404667,,,229,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.217141289999,,,,,,,,,229,14456,,,,,,,,,,,,,,,,,,,,,,,,,,
7.217141582292,,,,,,,229,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.270136891891,,,158,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.270137289999,,,,,,,,,,,,,158,14456,,,,,,,,,,,,,,,,,,,,,,
7.270137377993,,,,,,,158,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.309928035154,,,,,,,,,,,158,14456,,,,,,,,,,,,,,,,,,,,,,,,
7.330136891891,,,158,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.330137289999,,,,,,,,,,,,,158,14456,,,,,,,,,,,,,,,,,,,,,,
7.330137377993,,,,,,,158,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.333739616163,,,,,87,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.33422002083,,,,,,,,,,,,,87,14456,,,,,,,,,,,,,,,,,,,,,,
7.334220508054,,,,,,,,,87,14456,,,,,,,,,,,,,,,,,,,,,,,,,,
7.334221072959,,,,,,,87,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.356660144846,,,,,,,,,,,,,,,229,14456,,,,,,,,,,,,,,,,,,,,
7.416868404667,,,229,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.416869289999,,,,,,,,,229,14456,,,,,,,,,,,,,,,,,,,,,,,,,,
7.416869582292,,,,,,,229,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.556660144846,,,,,,,,,,,,,,,229,14456,,,,,,,,,,,,,,,,,,,,
7.616868404667,,,229,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.616869289999,,,,,,,,,229,14456,,,,,,,,,,,,,,,,,,,,,,,,,,
7.616869582292,,,,,,,229,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.633739616163,,,,,87,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.63394802083,,,,,,,,,,,,,87,14456,,,,,,,,,,,,,,,,,,,,,,
7.633948508054,,,,,,,,,87,14456,,,,,,,,,,,,,,,,,,,,,,,,,,
7.633949072959,,,,,,,87,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.756660144846,,,,,,,,,,,,,,,229,14456,,,,,,,,,,,,,,,,,,,,
7.759284461639,16,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.817140404667,,,229,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.817141289999,,,,,,,,,229,14456,,,,,,,,,,,,,,,,,,,,,,,,,,
7.817141582292,,,,,,,229,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.819765377993,,,,,,,,,16,14456,,,,,,,,,,,,,,,,,,,,,,,,,,
7.819765456796,,,16,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.819765582292,,,,,,,,,,,,,16,14456,,,,,,,,,,,,,,,,,,,,,,
7.933739616163,,,,,87,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.93422002083,,,,,,,,,,,,,87,14456,,,,,,,,,,,,,,,,,,,,,,
7.934220508054,,,,,,,,,87,14456,,,,,,,,,,,,,,,,,,,,,,,,,,
7.934221072959,,,,,,,87,14456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.009928035154,,,,,,,,,,,158,15456,,,,,,,,,,,,,,,,,,,,,,,,
8.010408887583,,,158,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.010409283299,,,,,,,,,,,,,158,15456,,,,,,,,,,,,,,,,,,,,,,
8.010409369443,,,,,,,158,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.033739616163,,,,,87,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.053947401644,,,,,,,,,,,,,87,15456,,,,,,,,,,,,,,,,,,,,,,
8.053947852429,,,,,,,,,87,15456,,,,,,,,,,,,,,,,,,,,,,,,,,
8.053948371084,,,,,,,87,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.056660144846,,,,,,,,,,,,,,,229,15456,,,,,,,,,,,,,,,,,,,,
8.059284461639,16,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.116868401644,,,229,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.116869248145,,,,,,,,,229,15456,,,,,,,,,,,,,,,,,,,,,,,,,,
8.11686948619,,,,,,,229,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.119493334289,,,,,,,,,16,15456,,,,,,,,,,,,,,,,,,,,,,,,,,
8.119493371084,,,16,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.11949348619,,,,,,,,,,,,,16,15456,,,,,,,,,,,,,,,,,,,,,,
8.133739616163,,,,,87,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.173947401644,,,,,,,,,,,,,87,15456,,,,,,,,,,,,,,,,,,,,,,
8.173947852429,,,,,,,,,87,15456,,,,,,,,,,,,,,,,,,,,,,,,,,
8.173948371084,,,,,,,87,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.233739616163,,,,,87,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.293947401644,,,,,,,,,,,,,87,15456,,,,,,,,,,,,,,,,,,,,,,
8.293947852429,,,,,,,,,87,15456,,,,,,,,,,,,,,,,,,,,,,,,,,
8.293948371084,,,,,,,87,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.333739616163,,,,,87,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.353947401644,,,,,,,,,,,,,87,15456,,,,,,,,,,,,,,,,,,,,,,
8.353947852429,,,,,,,,,87,15456,,,,,,,,,,,,,,,,,,,,,,,,,,
8.353948371084,,,,,,,87,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.356660144846,,,,,,,,,,,,,,,229,15456,,,,,,,,,,,,,,,,,,,,
8.359284461639,16,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.417140401644,,,229,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.417141248145,,,,,,,,,229,15456,,,,,,,,,,,,,,,,,,,,,,,,,,
8.41714148619,,,,,,,229,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.419765334289,,,,,,,,,16,15456,,,,,,,,,,,,,,,,,,,,,,,,,,
8.419765371084,,,16,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.41976548619,,,,,,,,,,,,,16,15456,,,,,,,,,,,,,,,,,,,,,,
8.656660144846,,,,,,,,,,,,,,,229,15456,,,,,,,,,,,,,,,,,,,,
8.659284461639,16,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.709928035154,,,,,,,,,,,158,15456,,,,,,,,,,,,,,,,,,,,,,,,
8.710408887583,,,158,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.710409283299,,,,,,,,,,,,,158,15456,,,,,,,,,,,,,,,,,,,,,,
8.710409369443,,,,,,,158,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.716868401644,,,229,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.716869248145,,,,,,,,,229,15456,,,,,,,,,,,,,,,,,,,,,,,,,,
8.71686948619,,,,,,,229,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.719493334289,,,,,,,,,16,15456,,,,,,,,,,,,,,,,,,,,,,,,,,
8.719493371084,,,16,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.71949348619,,,,,,,,,,,,,16,15456,,,,,,,,,,,,,,,,,,,,,,
8.956660144846,,,,,,,,,,,,,,,229,15456,,,,,,,,,,,,,,,,,,,,
8.959284461639,16,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.009928035154,,,,,,,,,,,158,16456,,,,,,,,,,,,,,,,,,,,,,,,
9.01013609736,,,,,,,,,,,,,,,,,158,16456,,,,,,,,,,,,,,,,,,
9.010136843767,,,158,16456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.010137236918,,,,,,,,,,,,,158,16456,,,,,,,,,,,,,,,,,,,,,,
9.010137319378,,,,,,,158,16456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.01714039873,,,229,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.017141201764,,,,,,,,,229,15456,,,,,,,,,,,,,,,,,,,,,,,,,,
9.017141255697,,,,,,,,,,,,,,,,,229,15456,,,,,,,,,,,,,,,,,,
9.017141390145,,,,,,,229,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.019765284224,,,,,,,,,16,15456,,,,,,,,,,,,,,,,,,,,,,,,,,
9.019765285837,,,16,15456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.019765334247,,,,,,,,,,,,,,,,,16,15456,,,,,,,,,,,,,,,,,,
9.019765390145,,,,,,,,,,,,,16,15456,,,,,,,,,,,,,,,,,,,,,,
9.033739616163,,,,,87,16456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.034220014893,,,,,,,,,,,,,87,16456,,,,,,,,,,,,,,,,,,,,,,
